id,time,x,y
12,1036.698,64.49127954,57.33225542
12,1037.698,64.51194515,57.75667448
12,1038.698,64.51918,57.75667457
12,1039.699,64.53313292,57.75667475
12,1040.699,64.539851,57.75667483
12,1041.699,64.560522,57.75667509
12,1042.699,64.56775685,57.75667519
12,1043.699,64.57447493,57.75667527
12,1044.699,64.58842785,57.75667545
12,1045.699,64.59514593,57.75667553
12,1046.7,64.6163337,57.7566758
12,1047.7,64.64372278,57.75667615
12,1048.7,64.65095763,57.75667625
12,1049.7,64.65095763,57.75667625
12,1050.7,64.65095763,57.75667625
12,1051.7,64.6576757,57.75667633
12,1052.7,64.6576757,57.75667633
12,1053.701,64.65095763,57.75667625
12,1054.701,64.65095222,58.18109504
12,1055.701,64.64371737,58.18109494
12,1056.701,64.6369993,58.18109486
12,1057.701,64.62976445,58.18109477
12,1058.701,64.62304637,58.18109468
12,1059.701,64.6163283,58.18109459
12,1060.702,64.60237538,58.18109442
12,1061.702,64.58842245,58.18109424
12,1062.702,64.55379853,58.1810938
12,1063.702,64.5191692,58.60551215
12,1064.702,64.47731043,58.60551162
12,1065.702,64.45663944,58.60551135
12,1066.703,64.40134452,58.60551065
12,1067.703,64.33881475,58.60550986
12,1068.703,64.27628498,58.60550907
12,1069.703,64.22099006,58.60550837
12,1070.703,64.17241322,58.60550775
12,1071.703,64.11660152,58.60550705
12,1072.703,64.06130661,58.60550635
12,1073.704,64.00549491,58.60550564
12,1074.704,63.95019999,58.60550495
12,1075.704,63.90162315,58.60550433
12,1076.704,63.8530463,58.60550372
12,1077.704,63.80446946,58.60550311
12,1078.704,63.74193969,58.60550233
12,1079.704,63.69336284,58.60550172
12,1080.705,63.65873892,58.60550128
12,1081.705,63.624115,58.60550085
12,1082.705,63.57553816,58.60550024
12,1083.705,63.52024324,58.60549955
12,1084.705,63.47166639,58.60549894
12,1085.705,63.42980762,58.60549841
12,1086.705,63.40241855,58.60549807
12,1087.706,63.3745127,58.60549772
12,1088.706,63.36055978,58.60549755
12,1089.706,63.36055978,58.60549755
12,1090.706,63.3538417,58.60549747
12,1091.706,63.36055978,58.60549755
12,1092.706,63.36055978,58.60549755
12,1093.707,63.34660686,58.60549737
12,1094.707,63.333176,58.18107842
12,1095.707,63.32594115,58.18107833
12,1096.707,63.31198823,58.18107815
12,1097.707,63.29803531,58.18107798
12,1098.707,63.29131723,58.1810779
12,1099.707,63.28459915,58.18107781
12,1100.708,63.27064623,58.18107764
